From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_000085	-5.67	0.188	174.32	1188	Homo sapiens	chloride voltage-gated channel Kb(CLCNKB)	CLCNKB
NM_000086	-1.79	0.0922	26287.53	1201	Homo sapiens	CLN3, battenin(CLN3)	CLN3
NM_000087	-3.06	0.109	137.3	1259	Homo sapiens	cyclic nucleotide gated channel alpha 1(CNGA1)	CNGA1
NM_000091	-3.28	0.0882	457.73	1285	Homo sapiens	collagen type IV alpha 3 chain(COL4A3)	COL4A3
NM_000092	-0.29	0.818	1008.38	1286	Homo sapiens	collagen type IV alpha 4 chain(COL4A4)	COL4A4
NM_000096	-2.19	0.147	860.53	1356	Homo sapiens	ceruloplasmin(CP)	CP
NM_000099	-0.66	0.209	55147.38	1471	Homo sapiens	cystatin C(CST3)	CST3
NM_000101	-1.29	0.362	11630.38	1535	Homo sapiens	cytochrome b-245 alpha chain(CYBA)	CYBA
NM_000102	-1.35	0.219	18.32	1586	Homo sapiens	cytochrome P450 family 17 subfamily A member 1(CYP17A1)	CYP17A1
NM_000107	-1.19	0.0715	7382.36	1643	Homo sapiens	damage specific DNA binding protein 2(DDB2)	ddb2
NM_000111	-5.3	0.147	206.43	1811	Homo sapiens	solute carrier family 26 member 3(SLC26A3)	SLC26A3
NM_000116	-0.02	0.98	1798.48	6901	Homo sapiens	tafazzin(TAZ)	TAZ
NM_000120	-1.9	0.0706	1076.57	2052	Homo sapiens	epoxide hydrolase 1(EPHX1)	EPHX1
NM_000122	-0.01	0.976	19224.05	2071	Homo sapiens	ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)	ERCC3
NM_000123	-0.06	0.843	21814.27	2073	Homo sapiens	ERCC excision repair 5, endonuclease(ERCC5)	ERCC5
NM_000124	-0.66	0.38	11316.34	2074	Homo sapiens	ERCC excision repair 6, chromatin remodeling factor(ERCC6)	ERCC6
NM_000125	-10.8	0.0565	37414.59	2099	Homo sapiens	estrogen receptor 1(ESR1)	ESR1
NM_000126	-0.75	0.0922	63226.3	2108	Homo sapiens	electron transfer flavoprotein alpha subunit(ETFA)	ETFA
NM_000132	-1.02	0.39	850.4	2157	Homo sapiens	coagulation factor VIII(F8)	F8
NM_000133	-0.22	0.347	1.17	2158	Homo sapiens	coagulation factor IX(F9)	F9
NM_000134	-0.8	0.485	12.78	2169	Homo sapiens	fatty acid binding protein 2(FABP2)	FABP2
NM_000136	-0.21	0.657	14664.59	2176	Homo sapiens	Fanconi anemia complementation group C(FANCC)	FANCC
NM_000137	-1.95	0.059	9235.69	2184	Homo sapiens	fumarylacetoacetate hydrolase(FAH)	FAH
NM_000139	-0.07	0.868	152.93	2206	Homo sapiens	membrane spanning 4-domains A2(MS4A2)	MS4A2
NM_000141	-2.07	0.301	980.74	2263	Homo sapiens	fibroblast growth factor receptor 2(FGFR2)	FGFR2
NM_000142	-1.56	0.225	1883.82	2261	Homo sapiens	fibroblast growth factor receptor 3(FGFR3)	FGFR3
NM_000143	-0.13	0.826	44926.72	2271	Homo sapiens	fumarate hydratase(FH)	FH
NM_000147	-1.44	0.0827	8439.66	2517	Homo sapiens	fucosidase, alpha-L- 1, tissue(FUCA1)	FUCA1
NM_000149	-6.33	0.264	1000.64	2525	Homo sapiens	fucosyltransferase 3 (Lewis blood group)(FUT3)	FUT3
NM_000150	-0.25	0.597	54.07	2528	Homo sapiens	fucosyltransferase 6(FUT6)	FUT6
NM_000151	-0.47	0.68	16.03	2538	Homo sapiens	glucose-6-phosphatase catalytic subunit(G6PC)	G6PC
NM_000154	-0.33	0.329	8912.73	2584	Homo sapiens	galactokinase 1(GALK1)	GALK1
NM_000155	-1.22	0.16	2390.53	2592	Homo sapiens	galactose-1-phosphate uridylyltransferase(GALT)	GALT
NM_000156	-0.87	0.276	10580.93	2593	Homo sapiens	guanidinoacetate N-methyltransferase(GAMT)	GAMT
NM_000160	-1.96	0.123	16.24	2642	Homo sapiens	glucagon receptor(GCGR)	GCGR
NM_000162	-0.12	0.943	10.41	2645	Homo sapiens	glucokinase(GCK)	GCK
NM_000163	-5.82	0.146	29608.95	2690	Homo sapiens	growth hormone receptor(GHR)	GHR
NM_000164	-0.6	0.603	240.46	2696	Homo sapiens	gastric inhibitory polypeptide receptor(GIPR)	GIPR
NM_000166	-9.41	0.339	1890.54	2705	Homo sapiens	gap junction protein beta 1(GJB1)	GJB1
NM_000167	-1.45	0.116	1194.56	2710	Homo sapiens	glycerol kinase(GK)	gk
NM_000171	-2.36	0.189	3.58	2741	Homo sapiens	glycine receptor alpha 1(GLRA1)	GLRA1
NM_000172	-1.9	0.238	6.37	2779	Homo sapiens	G protein subunit alpha transducin 1(GNAT1)	GNAT1
NM_000174	-2.44	0.142	5.42	2815	Homo sapiens	glycoprotein IX platelet(GP9)	GP9
NM_000175	-0.02	0.97	80873.79	2821	Homo sapiens	glucose-6-phosphate isomerase(GPI)	GPI
NM_000177	-1.08	0.468	1889.01	2934	Homo sapiens	gelsolin(GSN)	GSN
NM_000180	-1.5	0.413	9.52	3000	Homo sapiens	guanylate cyclase 2D, retinal(GUCY2D)	GUCY2D
NM_000185	-0.12	0.88	20.03	3053	Homo sapiens	serpin family D member 1(SERPIND1)	SERPIND1
NM_000187	-8.09	0.0501	9907.97	3081	Homo sapiens	homogentisate 1,2-dioxygenase(HGD)	HGD
NM_000195	-0.11	0.838	7657.73	3257	Homo sapiens	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1(HPS1)	HPS1
NM_000197	-1.79	0.288	29.23	3293	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 3(HSD17B3)	HSD17B3
NM_000199	-0.51	0.438	9678.82	6448	Homo sapiens	N-sulfoglucosamine sulfohydrolase(SGSH)	SGSH
NM_000204	-0.09	0.932	27.61	3426	Homo sapiens	complement factor I(CFI)	CFI
NM_000208	-0.62	0.106	1372.91	3643	Homo sapiens	insulin receptor(INSR)	INSR
NM_000209	-0.23	0.873	181.81	3651	Homo sapiens	pancreatic and duodenal homeobox 1(PDX1)	PDX1
NM_000211	-0.2	0.799	334.32	3689	Homo sapiens	integrin subunit beta 2(ITGB2)	ITGB2
NM_000215	-2.95	0.138	4401.84	3718	Homo sapiens	Janus kinase 3(JAK3)	JAK3
NM_000216	-1.72	0.113	6484.55	3730	Homo sapiens	anosmin 1(ANOS1)	ANOS1
NM_000218	-4.53	0.0528	2217.88	3784	Homo sapiens	potassium voltage-gated channel subfamily Q member 1(KCNQ1)	KCNQ1
NM_000219	-0.69	0.728	32.92	3753	Homo sapiens	potassium voltage-gated channel subfamily E regulatory subunit 1(KCNE1)	KCNE1
NM_000220	-3.65	0.351	14.22	3758	Homo sapiens	potassium voltage-gated channel subfamily J member 1(KCNJ1)	KCNJ1
NM_000221	-1.08	0.187	4381.17	3795	Homo sapiens	ketohexokinase(KHK)	KHK
NM_000222	-3.12	0.202	417.81	3815	Homo sapiens	KIT proto-oncogene receptor tyrosine kinase(KIT)	KIT
NM_000223	-1.03	0.38	9.73	3859	Homo sapiens	keratin 12(KRT12)	KRT12
NM_000227	-0.89	0.247	3504.81	3909	Homo sapiens	laminin subunit alpha 3(LAMA3)	LAMA3
NM_000230	-0.8	0.131	178.4	3952	Homo sapiens	leptin(LEP)	LEP
NM_000231	-5.9	0.353	2667.54	6445	Homo sapiens	sarcoglycan gamma(SGCG)	SGCG
NM_000234	-0.18	0.801	4997.59	3978	Homo sapiens	DNA ligase 1(LIG1)	LIG1
NM_000238	-1.15	0.314	404.55	3757	Homo sapiens	potassium voltage-gated channel subfamily H member 2(KCNH2)	KCNH2
NM_000239	-3.68	0.245	1557.52	4069	Homo sapiens	lysozyme(LYZ)	LYZ
NM_000242	-2.5	0.347	5.67	4153	Homo sapiens	mannose binding lectin 2(MBL2)	MBL2
NM_000243	-0.13	0.867	453.72	4210	Homo sapiens	Mediterranean fever(MEFV)	MEFV
NM_000244	-0.81	0.396	8524.86	4221	Homo sapiens	menin 1(MEN1)	MEN1
NM_000252	-0.56	0.369	11004.7	4534	Homo sapiens	myotubularin 1(MTM1)	MTM1
NM_000254	-0.86	0.212	49338.82	4548	Homo sapiens	5-methyltetrahydrofolate-homocysteine methyltransferase(MTR)	MTR
NM_000256	-2.59	0.347	6.03	4607	Homo sapiens	myosin binding protein C, cardiac(MYBPC3)	MYBPC3
NM_000257	-0.03	0.981	6.69	4625	Homo sapiens	myosin heavy chain 7(MYH7)	MYH7
NM_000259	-0.19	0.81	11068.7	4644	Homo sapiens	myosin VA(MYO5A)	MYO5A
NM_000260	-2.34	0.0829	235.71	4647	Homo sapiens	myosin VIIA(MYO7A)	MYO7A
NM_000261	-1.04	0.53	2.15	4653	Homo sapiens	myocilin(MYOC)	MYOC
NM_000262	-1.19	0.307	17655.38	4668	Homo sapiens	alpha-N-acetylgalactosaminidase(NAGA)	NAGA
NM_000263	-0.76	0.361	34891.8	4669	Homo sapiens	N-acetyl-alpha-glucosaminidase(NAGLU)	NAGLU
NM_000264	-0.31	0.727	880.26	5727	Homo sapiens	patched 1(PTCH1)	PTCH1
NM_000265	-2.52	0.154	18.05	653361	Homo sapiens	neutrophil cytosolic factor 1(NCF1)	NCF1
NM_000266	-1.97	0.482	17672.4	4693	Homo sapiens	NDP, norrin cystine knot growth factor(NDP)	ndp
NM_000272	-0.12	0.872	252.24	4867	Homo sapiens	nephrocystin 1(NPHP1)	nphp1
NM_000274	-0.06	0.909	81113.26	4942	Homo sapiens	ornithine aminotransferase(OAT)	OAT
NM_000275	-0.99	0.669	2.62	4948	Homo sapiens	OCA2 melanosomal transmembrane protein(OCA2)	OCA2
NM_000277	-7.46	0.0564	506.08	5053	Homo sapiens	phenylalanine hydroxylase(PAH)	PAH
NM_000278	-10.1	0.0559	1015.49	5076	Homo sapiens	paired box 2(PAX2)	PAX2
NM_000281	-1.28	0.0874	31249.3	5092	Homo sapiens	pterin-4 alpha-carbinolamine dehydratase 1(PCBD1)	PCBD1
NM_000282	-2.06	0.0529	16283.22	5095	Homo sapiens	propionyl-CoA carboxylase alpha subunit(PCCA)	PCCA
NM_000284	-0.22	0.53	35811.74	5160	Homo sapiens	pyruvate dehydrogenase (lipoamide) alpha 1(PDHA1)	PDHA1
NM_000286	-0.37	0.565	8501.62	5193	Homo sapiens	peroxisomal biogenesis factor 12(PEX12)	PEX12
NM_000287	-1	0.153	31716.52	5190	Homo sapiens	peroxisomal biogenesis factor 6(PEX6)	PEX6
NM_000290	-2.67	0.0782	2254.71	5224	Homo sapiens	phosphoglycerate mutase 2(PGAM2)	PGAM2
NM_000293	-0.08	0.572	332.64	5257	Homo sapiens	phosphorylase kinase regulatory subunit beta(PHKB)	PHKB
NM_000295	-9.66	0.305	12392.32	5265	Homo sapiens	serpin family A member 1(SERPINA1)	serpina1
NM_000296	-0.37	0.594	55092.49	5310	Homo sapiens	polycystin 1, transient receptor potential channel interacting(PKD1)	PKD1
NM_000298	-6.91	0.347	120.19	5313	Homo sapiens	pyruvate kinase, liver and RBC(PKLR)	PKLR
NM_000299	-1.23	0.22	338.23	5317	Homo sapiens	plakophilin 1(PKP1)	pkp1
NM_000300	-2.76	0.215	101.15	5320	Homo sapiens	phospholipase A2 group IIA(PLA2G2A)	PLA2G2A
NM_000301	-0.63	0.552	6.95	5340	Homo sapiens	plasminogen(PLG)	PLG
NM_000303	-0.14	0.647	16143.74	5373	Homo sapiens	phosphomannomutase 2(PMM2)	PMM2
NM_000304	-1.08	0.327	2829.72	5376	Homo sapiens	peripheral myelin protein 22(PMP22)	PMP22
NM_000307	-2.39	0.347	5.23	5456	Homo sapiens	POU class 3 homeobox 4(POU3F4)	POU3F4
NM_000309	-0.62	0.26	2309.3	5498	Homo sapiens	protoporphyrinogen oxidase(PPOX)	PPOX
NM_000310	-2.77	0.322	15225.36	5538	Homo sapiens	palmitoyl-protein thioesterase 1(PPT1)	PPT1
NM_000312	-1.59	0.311	20.61	5624	Homo sapiens	protein C, inactivator of coagulation factors Va and VIIIa(PROC)	PROC
NM_000315	-2.03	0.141	4.08	5741	Homo sapiens	parathyroid hormone(PTH)	PTH
NM_000322	-1.87	0.125	50.29	5961	Homo sapiens	peripherin 2(PRPH2)	PRPH2
NM_000324	-2.84	0.0828	13.9	6005	Homo sapiens	Rh-associated glycoprotein(RHAG)	RHAG
NM_000326	-1.63	0.23	6.69	6017	Homo sapiens	retinaldehyde binding protein 1(RLBP1)	RLBP1
NM_000327	-0.32	0.67	1352.17	6094	Homo sapiens	retinal outer segment membrane protein 1(ROM1)	ROM1
NM_000330	-0.27	0.737	14.69	6247	Homo sapiens	retinoschisin 1(RS1)	RS1
NM_000333	-1.19	0.334	11349.24	6314	Homo sapiens	ataxin 7(ATXN7)	atxn7
NM_000334	-0.98	0.546	26.14	6329	Homo sapiens	sodium voltage-gated channel alpha subunit 4(SCN4A)	SCN4A
NM_000338	-7.28	0.346	236.05	6557	Homo sapiens	solute carrier family 12 member 1(SLC12A1)	SLC12A1
NM_000339	-7.09	0.151	547.34	6559	Homo sapiens	solute carrier family 12 member 3(SLC12A3)	SLC12A3
NM_000343	-4.35	0.184	25.16	6523	Homo sapiens	solute carrier family 5 member 1(SLC5A1)	SLC5A1
NM_000346	-1.29	0.229	49146.66	6662	Homo sapiens	SRY-box 9(SOX9)	SOX9
NM_000347	-1.13	0.268	627.19	6710	Homo sapiens	spectrin beta, erythrocytic(SPTB)	SPTB
NM_000348	-2.51	0.231	81.01	6716	Homo sapiens	steroid 5 alpha-reductase 2(SRD5A2)	SRD5A2
NM_000350	-3.43	0.367	3151.37	24	Homo sapiens	ATP binding cassette subfamily A member 4(ABCA4)	ABCA4
NM_000351	-2.27	0.231	41983.46	412	Homo sapiens	steroid sulfatase (microsomal), isozyme S(STS)	STS
NM_000353	-10.17	0.346	214800.14	6898	Homo sapiens	tyrosine aminotransferase(TAT)	TAT
NM_000359	-1.63	0.0596	1022.88	7051	Homo sapiens	transglutaminase 1(TGM1)	TGM1
NM_000360	-7.39	0.31	226.48	7054	Homo sapiens	tyrosine hydroxylase(TH)	TH
NM_000363	-3.2	0.265	572.12	7137	Homo sapiens	troponin I3, cardiac type(TNNI3)	TNNI3
NM_000364	-6.22	0.0877	74.68	7139	Homo sapiens	troponin T2, cardiac type(TNNT2)	TNNT2
NM_000368	-1.55	0.075	16118.57	7248	Homo sapiens	tuberous sclerosis 1(TSC1)	TSC1
NM_000369	-1.74	0.206	23.19	7253	Homo sapiens	thyroid stimulating hormone receptor(TSHR)	TSHR
NM_000370	-1.56	0.0982	597.3	7274	Homo sapiens	alpha tocopherol transfer protein(TTPA)	TTPA
NM_000371	-3.5	0.242	11.3	7276	Homo sapiens	transthyretin(TTR)	TTR
NM_000375	-0.04	0.923	3246.75	7390	Homo sapiens	uroporphyrinogen III synthase(UROS)	UROS
NM_000376	-0.52	0.526	15161.78	7421	Homo sapiens	vitamin D (1,25- dihydroxyvitamin D3) receptor(VDR)	VDR
NM_000377	-2.29	0.061	358.12	7454	Homo sapiens	Wiskott-Aldrich syndrome(WAS)	WAS
NM_000378	-2.75	0.0976	341.18	7490	Homo sapiens	Wilms tumor 1(WT1)	WT1
NM_000380	-0.46	0.192	3605.52	7507	Homo sapiens	XPA, DNA damage recognition and repair factor(XPA)	XPA
NM_000382	-0.44	0.409	36747.13	224	Homo sapiens	aldehyde dehydrogenase 3 family member A2(ALDH3A2)	ALDH3A2
NM_000387	-0.65	0.435	8264.64	788	Homo sapiens	solute carrier family 25 member 20(SLC25A20)	SLC25A20
NM_000388	-0.99	0.549	2.35	846	Homo sapiens	calcium sensing receptor(CASR)	CASR
NM_000389	-1.21	0.195	17416.91	1026	Homo sapiens	cyclin dependent kinase inhibitor 1A(CDKN1A)	CDKN1A
NM_000390	-0.09	0.874	14126.93	1121	Homo sapiens	CHM, Rab escort protein 1(CHM)	CHM
NM_000392	-2.63	0.181	41254.04	1244	Homo sapiens	ATP binding cassette subfamily C member 2(ABCC2)	ABCC2
NM_000395	-4.25	0.0504	24.37	1439	Homo sapiens	colony stimulating factor 2 receptor beta common subunit(CSF2RB)	CSF2RB
NM_000396	-0.59	0.49	1546.44	1513	Homo sapiens	cathepsin K(CTSK)	CTSK
NM_000399	-4.53	0.243	8357.94	1959	Homo sapiens	early growth response 2(EGR2)	EGR2
NM_000402	-2.13	0.0998	152737.32	2539	Homo sapiens	glucose-6-phosphate dehydrogenase(G6PD)	G6PD
NM_000403	-0.29	0.764	833.97	2582	Homo sapiens	UDP-galactose-4-epimerase(GALE)	GALE
NM_000404	-0.16	0.626	36960.01	2720	Homo sapiens	galactosidase beta 1(GLB1)	GLB1
NM_000405	-0.47	0.185	36394.55	2760	Homo sapiens	GM2 ganglioside activator(GM2A)	GM2A
NM_000406	-0.99	0.0626	1008.55	2798	Homo sapiens	gonadotropin releasing hormone receptor(GNRHR)	GNRHR
NM_000410	-2.46	0.415	3078.6	3077	Homo sapiens	hemochromatosis(HFE)	HFE
NM_000411	-0.32	0.518	20331.39	3141	Homo sapiens	holocarboxylase synthetase(HLCS)	HLCS
NM_000412	-3.1	0.0621	8.57	3273	Homo sapiens	histidine rich glycoprotein(HRG)	HRG
NM_000413	-0.94	0.282	5435.58	3292	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 1(HSD17B1)	HSD17B1
NM_000415	-0.71	0.262	104	3375	Homo sapiens	islet amyloid polypeptide(IAPP)	IAPP
NM_000419	-3.84	0.0724	545.36	3674	Homo sapiens	integrin subunit alpha 2b(ITGA2B)	ITGA2B
NM_000421	-4.16	0.27	1509.92	3858	Homo sapiens	keratin 10(KRT10)	KRT10
NM_000423	-4.88	0.106	248.55	3849	Homo sapiens	keratin 2(KRT2)	KRT2
NM_000424	-1.25	0.322	1137.81	3852	Homo sapiens	keratin 5(KRT5)	KRT5
NM_000425	-0.26	0.753	850.2	3897	Homo sapiens	L1 cell adhesion molecule(L1CAM)	L1CAM
NM_000431	-0.91	0.111	14875.68	4598	Homo sapiens	mevalonate kinase(MVK)	MVK
NM_000433	-4.56	0.344	540.46	4688	Homo sapiens	neutrophil cytosolic factor 2(NCF2)	NCF2
NM_000435	-0.19	0.85	107923.66	4854	Homo sapiens	notch 3(NOTCH3)	NOTCH3
NM_000437	-1.12	0.159	3276.21	5051	Homo sapiens	platelet activating factor acetylhydrolase 2(PAFAH2)	PAFAH2
NM_000440	-1.83	0.0631	807.46	5145	Homo sapiens	phosphodiesterase 6A(PDE6A)	PDE6A
NM_000445	-1.04	0.0736	221426.94	5339	Homo sapiens	plectin(PLEC)	PLEC
NM_000446	-6.36	0.142	82.19	5444	Homo sapiens	paraoxonase 1(PON1)	PON1
NM_000447	-0.11	0.851	4320.63	5664	Homo sapiens	presenilin 2(PSEN2)	PSEN2
NM_000448	-3.04	0.189	2724.35	5896	Homo sapiens	recombination activating 1(RAG1)	RAG1
NM_000449	-0.1	0.689	6449.81	5993	Homo sapiens	regulatory factor X5(RFX5)	RFX5
NM_000451	-1.02	0.201	18.87	6473	Homo sapiens	short stature homeobox(SHOX)	SHOX
NM_000452	-2.81	0.166	7.01	6555	Homo sapiens	solute carrier family 10 member 2(SLC10A2)	SLC10A2
NM_000453	-1.75	0.131	936.32	6528	Homo sapiens	solute carrier family 5 member 5(SLC5A5)	slc5a5
NM_000454	-0.11	0.765	52653.1	6647	Homo sapiens	superoxide dismutase 1, soluble(SOD1)	SOD1
NM_000456	-1.53	0.136	5143.94	6821	Homo sapiens	sulfite oxidase(SUOX)	SUOX
NM_000457	-1.93	0.211	7.82	3172	Homo sapiens	hepatocyte nuclear factor 4 alpha(HNF4A)	HNF4A
NM_000458	-3.53	0.282	11.58	6928	Homo sapiens	HNF1 homeobox B(HNF1B)	HNF1B
NM_000460	-3.02	0.277	16.85	7066	Homo sapiens	thrombopoietin(THPO)	THPO
NM_000461	-1.59	0.177	1828.32	7068	Homo sapiens	thyroid hormone receptor beta(THRB)	THRB
NM_000463	-1.44	0.392	9.69	54658	Homo sapiens	UDP glucuronosyltransferase family 1 member A1(UGT1A1)	UGT1A1
NM_000465	-0.71	0.197	9437.88	580	Homo sapiens	BRCA1 associated RING domain 1(BARD1)	BARD1
NM_000475	-3.68	0.383	2010.38	190	Homo sapiens	nuclear receptor subfamily 0 group B member 1(NR0B1)	nr0b1
NM_000476	-0.32	0.45	11530.95	203	Homo sapiens	adenylate kinase 1(AK1)	AK1
NM_000479	-0.72	0.209	5385.81	268	Homo sapiens	anti-Mullerian hormone(AMH)	AMH
NM_000480	-0.49	0.628	308.46	272	Homo sapiens	adenosine monophosphate deaminase 3(AMPD3)	AMPD3
NM_000481	-0.78	0.39	1356	275	Homo sapiens	aminomethyltransferase(AMT)	AMT
NM_000485	-0.7	0.0644	43836.55	353	Homo sapiens	adenine phosphoribosyltransferase(APRT)	APRT
NM_000486	-2.53	0.131	28.28	359	Homo sapiens	aquaporin 2(AQP2)	AQP2
NM_000487	-0.05	0.932	3541.9	410	Homo sapiens	arylsulfatase A(ARSA)	ARSA
NM_000488	-0.68	0.428	23.79	462	Homo sapiens	serpin family C member 1(SERPINC1)	SERPINC1
NM_000489	-0.72	0.416	12297.92	546	Homo sapiens	ATRX, chromatin remodeler(ATRX)	ATRX
NM_000499	-3.02	0.323	1797.63	1543	Homo sapiens	cytochrome P450 family 1 subfamily A member 1(CYP1A1)	CYP1A1
NM_000500	-0.3	0.796	44.61	1589	Homo sapiens	cytochrome P450 family 21 subfamily A member 2(CYP21A2)	CYP21A2
NM_000501	-0.88	0.266	45.39	2006	Homo sapiens	elastin(ELN)	ELN
NM_000504	-0.28	0.772	33.97	2159	Homo sapiens	coagulation factor X(F10)	F10
NM_000505	-0.75	0.286	1354.26	2161	Homo sapiens	coagulation factor XII(F12)	F12
NM_000508	-2.19	0.352	32.13	2243	Homo sapiens	fibrinogen alpha chain(FGA)	FGA
NM_000509	-7.55	0.231	113.55	2266	Homo sapiens	fibrinogen gamma chain(FGG)	FGG
NM_000511	-4.5	0.131	3898.82	2524	Homo sapiens	fucosyltransferase 2(FUT2)	FUT2
NM_000512	-0.39	0.281	11178.76	2588	Homo sapiens	galactosamine (N-acetyl)-6-sulfatase(GALNS)	GALNS
NM_000513	-1.51	0.347	2.84	2652	Homo sapiens	opsin 1 (cone pigments), medium-wave-sensitive(OPN1MW)	Opn1mw
NM_000517	-10.81	0.242	418.04	3040	Homo sapiens	hemoglobin subunit alpha 2(HBA2)	HBA2
NM_000518	-3.86	0.34	26.1	3043	Homo sapiens	hemoglobin subunit beta(HBB)	HBB
NM_000521	-0.36	0.493	6435.51	3074	Homo sapiens	hexosaminidase subunit beta(HEXB)	HEXB
NM_000522	-1.04	0.605	520.01	3209	Homo sapiens	homeobox A13(HOXA13)	HOXA13
NM_000528	-0.23	0.678	32705.73	4125	Homo sapiens	mannosidase alpha class 2B member 1(MAN2B1)	MAN2B1
NM_000529	-0.6	0.426	54.49	4158	Homo sapiens	melanocortin 2 receptor(MC2R)	MC2R
NM_000535	-0.56	0.2	16352.51	5395	Homo sapiens	PMS1 homolog 2, mismatch repair system component(PMS2)	PMS2
NM_000537	-1.79	0.0747	116.61	5972	Homo sapiens	renin(REN)	REn
NM_000539	-2.75	0.176	50.83	6010	Homo sapiens	rhodopsin(RHO)	RHO
NM_000540	-5.03	0.0573	877.65	6261	Homo sapiens	ryanodine receptor 1(RYR1)	RYR1
NM_000541	-1.46	0.296	7.78	6295	Homo sapiens	S-antigen visual arrestin(SAG)	SAG
NM_000542	-1.32	0.347	0.4	6439	Homo sapiens	surfactant protein B(SFTPB)	SFTPB
NM_000545	-0.55	0.335	518.85	6927	Homo sapiens	HNF1 homeobox A(HNF1A)	HNF1A
NM_000548	-0.25	0.759	3732.34	7249	Homo sapiens	tuberous sclerosis 2(TSC2)	TSC2
NM_000549	-1.1	0.347	2.15	7252	Homo sapiens	thyroid stimulating hormone beta(TSHB)	TSHB
NM_000550	-4.9	0.277	4794.81	7306	Homo sapiens	tyrosinase related protein 1(TYRP1)	TYRP1
NM_000551	-0.22	0.616	54348.38	7428	Homo sapiens	von Hippel-Lindau tumor suppressor(VHL)	VHL
