From_left	Log2Ratio	p_value	MaxRPKM	ID	Species	GeneName	Symbol
NM_000506	1.87	0.37	17.65	2147	Homo sapiens	coagulation factor II, thrombin(F2)	F2
NM_000513	1.4	0.347	2.64	2652	Homo sapiens	opsin 1 (cone pigments), medium-wave-sensitive(OPN1MW)	Opn1mw
NM_000514	3.02	0.306	330.69	2668	Homo sapiens	glial cell derived neurotrophic factor(GDNF)	GDNF
NM_000523	2.3	0.421	725.44	3239	Homo sapiens	homeobox D13(HOXD13)	HOXD13
NM_000526	8.33	0.347	74633.67	3861	Homo sapiens	keratin 14(KRT14)	KRT14
NM_000530	1.27	0.382	45.08	4359	Homo sapiens	myelin protein zero(MPZ)	MPZ
NM_000531	3.15	0.209	8.85	5009	Homo sapiens	ornithine carbamoyltransferase(OTC)	OTC
NM_000536	3	0.347	8.01	5897	Homo sapiens	recombination activating 2(RAG2)	RAG2
NM_000546	3.13	0.0938	31505.08	7157	Homo sapiens	tumor protein p53(TP53)	TP53
NM_000557	10.24	0.333	2090.12	8200	Homo sapiens	growth differentiation factor 5(GDF5)	GDF5
NM_000559	4.59	0.058	24.13	3047	Homo sapiens	hemoglobin subunit gamma 1(HBG1)	HBG1
NM_000561	5.97	0.272	1923.51	2944	Homo sapiens	glutathione S-transferase mu 1(GSTM1)	GSTM1
NM_000562	1.09	0.347	2.12	731	Homo sapiens	complement C8 alpha chain(C8A)	C8A
NM_000575	5.93	0.315	2036.44	3552	Homo sapiens	interleukin 1 alpha(IL1A)	IL1A
NM_000576	8.77	0.264	6847.11	3553	Homo sapiens	interleukin 1 beta(IL1B)	IL1B
NM_000582	7.39	0.201	490.58	6696	Homo sapiens	secreted phosphoprotein 1(SPP1)	SPP1
NM_000585	3.23	0.154	181.62	3600	Homo sapiens	interleukin 15(IL15)	IL15
NM_000591	3.1	0.218	840.8	929	Homo sapiens	CD14 molecule(CD14)	CD14
NM_000593	1.05	0.102	47194.65	6890	Homo sapiens	transporter 1, ATP binding cassette subfamily B member(TAP1)	TAP1
NM_000595	2.46	0.149	24.46	4049	Homo sapiens	lymphotoxin alpha(LTA)	LTA
NM_000596	10.98	0.294	2082.82	3484	Homo sapiens	insulin like growth factor binding protein 1(IGFBP1)	IGFBP1
NM_000598	4.52	0.205	10516	3486	Homo sapiens	insulin like growth factor binding protein 3(IGFBP3)	IGFBP3
NM_000601	2.29	0.291	57.34	3082	Homo sapiens	hepatocyte growth factor(HGF)	HGF
NM_000602	10.36	0.0843	937230.99	5054	Homo sapiens	serpin family E member 1(SERPINE1)	SERPINE1
NM_000615	7.07	0.324	22896.23	4684	Homo sapiens	neural cell adhesion molecule 1(NCAM1)	NCAM1
NM_000621	5.78	0.266	96.42	3356	Homo sapiens	5-hydroxytryptamine receptor 2A(HTR2A)	HTR2A
NM_000625	4.71	0.334	101.12	4843	Homo sapiens	nitric oxide synthase 2(NOS2)	NOS2
NM_000627	4.75	0.208	12337.02	4052	Homo sapiens	latent transforming growth factor beta binding protein 1(LTBP1)	LTBP1
NM_000632	1.08	0.617	26.63	3684	Homo sapiens	integrin subunit alpha M(ITGAM)	ITGAM
NM_000636	4.98	0.139	84526.83	6648	Homo sapiens	superoxide dismutase 2, mitochondrial(SOD2)	SOD2
NM_000640	9.25	0.225	2827.24	3598	Homo sapiens	interleukin 13 receptor subunit alpha 2(IL13RA2)	IL13RA2
NM_000641	5.06	0.275	15560.7	3589	Homo sapiens	interleukin 11(IL11)	IL11
NM_000667	9.09	0.347	546.22	124	Homo sapiens	alcohol dehydrogenase 1A (class I), alpha polypeptide(ADH1A)	ADH1A
NM_000668	6.72	0.347	105.38	125	Homo sapiens	alcohol dehydrogenase 1B (class I), beta polypeptide(ADH1B)	ADH1B
NM_000672	3.21	0.32	34.67	130	Homo sapiens	alcohol dehydrogenase 6 (class V)(ADH6)	ADH6
NM_000673	1.17	0.347	2.25	131	Homo sapiens	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide(ADH7)	ADH7
NM_000675	1.19	0.433	6030.39	135	Homo sapiens	adenosine A2a receptor(ADORA2A)	ADORA2A
NM_000676	4.19	0.0595	35261.53	136	Homo sapiens	adenosine A2b receptor(ADORA2B)	ADORA2B
NM_000678	5.77	0.104	873.79	146	Homo sapiens	adrenoceptor alpha 1D(ADRA1D)	ADRA1D
NM_000679	4.94	0.172	6633.92	147	Homo sapiens	adrenoceptor alpha 1B(ADRA1B)	ADRA1B
NM_000685	1.49	0.354	1494.81	185	Homo sapiens	angiotensin II receptor type 1(AGTR1)	AGTR1
NM_000689	7.21	0.349	1484.75	216	Homo sapiens	aldehyde dehydrogenase 1 family member A1(ALDH1A1)	ALDH1A1
NM_000691	1.39	0.39	160.91	218	Homo sapiens	aldehyde dehydrogenase 3 family member A1(ALDH3A1)	aldh3a1
NM_000710	7.26	0.0956	9999.7	623	Homo sapiens	bradykinin receptor B1(BDKRB1)	BDKRB1
NM_000714	1.43	0.0664	54515	706	Homo sapiens	translocator protein(TSPO)	TSPO
NM_000719	2.96	0.145	948.56	775	Homo sapiens	calcium voltage-gated channel subunit alpha1 C(CACNA1C)	CACNA1C
NM_000724	4.48	0.184	22.34	783	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	CACNB2
NM_000729	2.74	0.367	120.23	885	Homo sapiens	cholecystokinin(CCK)	CCK
NM_000739	2.62	0.296	2.94	1129	Homo sapiens	cholinergic receptor muscarinic 2(CHRM2)	CHRM2
NM_000746	1.79	0.514	6.06	1139	Homo sapiens	cholinergic receptor nicotinic alpha 7 subunit(CHRNA7)	CHRNA7
NM_000754	2.33	0.222	14235.64	1312	Homo sapiens	catechol-O-methyltransferase(COMT)	COMT
NM_000756	1.03	0.534	12.77	1392	Homo sapiens	corticotropin releasing hormone(CRH)	CRH
NM_000758	9.3	0.322	1224.52	1437	Homo sapiens	colony stimulating factor 2(CSF2)	CSF2
NM_000759	11.33	0.342	3734.36	1440	Homo sapiens	colony stimulating factor 3(CSF3)	CSF3
NM_000780	2.38	0.361	49.96	1581	Homo sapiens	cytochrome P450 family 7 subfamily A member 1(CYP7A1)	CYP7A1
NM_000781	1.53	0.368	33.11	1583	Homo sapiens	cytochrome P450 family 11 subfamily A member 1(CYP11A1)	CYP11A1
NM_000786	1.03	0.276	111055.4	1595	Homo sapiens	cytochrome P450 family 51 subfamily A member 1(CYP51A1)	CYP51A1
NM_000787	1.58	0.487	107.8	1621	Homo sapiens	dopamine beta-hydroxylase(DBH)	DBH
NM_000793	5	0.342	3369.01	1734	Homo sapiens	deiodinase, iodothyronine type II(DIO2)	DIO2
NM_000794	3.88	0.371	1729.37	1812	Homo sapiens	dopamine receptor D1(DRD1)	DRD1
NM_000797	1.17	0.4	179.35	1815	Homo sapiens	dopamine receptor D4(DRD4)	DRD4
NM_000804	2.86	0.0817	7.29	2352	Homo sapiens	folate receptor 3(FOLR3)	FOLR3
NM_000806	1.69	0.178	1.75	2554	Homo sapiens	gamma-aminobutyric acid type A receptor alpha1 subunit(GABRA1)	GABRA1
NM_000811	1.06	0.652	2.66	2559	Homo sapiens	gamma-aminobutyric acid type A receptor alpha6 subunit(GABRA6)	GABRA6
NM_000812	1.93	0.335	13.9	2560	Homo sapiens	gamma-aminobutyric acid type A receptor beta1 subunit(GABRB1)	GABRB1
NM_000813	4.37	0.306	28.75	2561	Homo sapiens	gamma-aminobutyric acid type A receptor beta2 subunit(GABRB2)	GABRB2
NM_000818	1.3	0.347	2.46	2572	Homo sapiens	glutamate decarboxylase 2(GAD2)	GAD2
NM_000820	1	0.168	31072.32	2621	Homo sapiens	growth arrest specific 6(GAS6)	GAS6
NM_000824	1.09	0.27	7691.99	2743	Homo sapiens	glycine receptor beta(GLRB)	GLRB
NM_000827	5.55	0.176	13.63	2890	Homo sapiens	glutamate ionotropic receptor AMPA type subunit 1(GRIA1)	GRIA1
NM_000830	4.87	0.297	29.2	2897	Homo sapiens	glutamate ionotropic receptor kainate type subunit 1(GRIK1)	GRIK1
NM_000833	5.83	0.342	810.52	2903	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A)	GRIN2A
NM_000836	3.89	0.32	7195.24	2906	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D)	GRIN2D
NM_000838	2.81	0.0801	48.71	2911	Homo sapiens	glutamate metabotropic receptor 1(GRM1)	GRM1
NM_000839	2.61	0.413	347.77	2912	Homo sapiens	glutamate metabotropic receptor 2(GRM2)	GRM2
NM_000842	4.27	0.287	49.46	2915	Homo sapiens	glutamate metabotropic receptor 5(GRM5)	GRM5
NM_000845	2.9	0.334	13.89	2918	Homo sapiens	glutamate metabotropic receptor 8(GRM8)	GRM8
NM_000851	1.3	0.369	88.71	2949	Homo sapiens	glutathione S-transferase mu 5(GSTM5)	GSTM5
NM_000855	2.56	0.362	2939.78	2977	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)	GUCY1A2
NM_000861	2.76	0.167	9873.06	3269	Homo sapiens	histamine receptor H1(HRH1)	HRH1
NM_000863	8.7	0.345	1207.72	3351	Homo sapiens	5-hydroxytryptamine receptor 1B(HTR1B)	HTR1B
NM_000864	1.38	0.144	2809.9	3352	Homo sapiens	5-hydroxytryptamine receptor 1D(HTR1D)	HTR1D
NM_000866	7.75	0.185	215.91	3355	Homo sapiens	5-hydroxytryptamine receptor 1F(HTR1F)	HTR1F
NM_000870	7.06	0.347	133.87	3360	Homo sapiens	5-hydroxytryptamine receptor 4(HTR4)	HTR4
NM_000872	4.73	0.22	3087.83	3363	Homo sapiens	5-hydroxytryptamine receptor 7(HTR7)	HTR7
NM_000877	2.28	0.0966	22943.09	3554	Homo sapiens	interleukin 1 receptor type 1(IL1R1)	IL1R1
NM_000879	1.62	0.539	5.37	3567	Homo sapiens	interleukin 5(IL5)	IL5
NM_000880	6.18	0.168	1243.07	3574	Homo sapiens	interleukin 7(IL7)	IL7
NM_000882	1.45	0.206	1051.09	3592	Homo sapiens	interleukin 12A(IL12A)	IL12A
NM_000891	3.3	0.207	292.26	3759	Homo sapiens	potassium voltage-gated channel subfamily J member 2(KCNJ2)	KCNJ2
NM_000892	1.2	0.228	8.78	3818	Homo sapiens	kallikrein B1(KLKB1)	KLKB1
NM_000902	9.68	0.254	30815.45	4311	Homo sapiens	membrane metalloendopeptidase(MME)	MME
NM_000905	7.37	0.342	336.08	4852	Homo sapiens	neuropeptide Y(NPY)	NPY
NM_000908	2.34	0.239	3278.98	4883	Homo sapiens	natriuretic peptide receptor 3(NPR3)	NPR3
NM_000910	4.25	0.132	24.26	4887	Homo sapiens	neuropeptide Y receptor Y2(NPY2R)	npy2r
NM_000916	6.24	0.139	104920.58	5021	Homo sapiens	oxytocin receptor(OXTR)	oxtr
NM_000917	2.39	0.0984	28157.12	5033	Homo sapiens	prolyl 4-hydroxylase subunit alpha 1(P4HA1)	P4HA1
NM_000919	3.79	0.127	15428.24	5066	Homo sapiens	peptidylglycine alpha-amidating monooxygenase(PAM)	PAM
NM_000921	2.26	0.336	2542.99	5139	Homo sapiens	phosphodiesterase 3A(PDE3A)	PDE3A
NM_000929	5.11	0.347	0.03	5322	Homo sapiens	phospholipase A2 group V(PLA2G5)	PLA2G5
NM_000930	4.75	0.0668	13495.75	5327	Homo sapiens	plasminogen activator, tissue type(PLAT)	PLAT
NM_000950	1.54	0.0707	6130.23	5638	Homo sapiens	proline rich and Gla domain 1(PRRG1)	PRRG1
NM_000953	1.44	0.347	2.72	5729	Homo sapiens	prostaglandin D2 receptor(PTGDR)	PTGDR
NM_000958	1.09	0.293	20484.16	5734	Homo sapiens	prostaglandin E receptor 4(PTGER4)	PTGER4
NM_000960	3.87	0.0993	43.22	5739	Homo sapiens	prostaglandin I2 (prostacyclin) receptor (IP)(PTGIR)	PTGIR
NM_000961	6.07	0.192	5405.46	5740	Homo sapiens	prostaglandin I2 synthase(PTGIS)	PTGIS
NM_000962	4.43	0.36	1345.41	5742	Homo sapiens	prostaglandin-endoperoxide synthase 1(PTGS1)	PTGS1
NM_000963	5.25	0.0606	6869.44	5743	Homo sapiens	prostaglandin-endoperoxide synthase 2(PTGS2)	PTGS2
NM_000965	5.53	0.353	3390.69	5915	Homo sapiens	retinoic acid receptor beta(RARB)	RARB
NM_000985	1.02	0.121	16686.6	6139	Homo sapiens	ribosomal protein L17(RPL17)	RPL17
NM_001001290	1.8	0.368	35.55	56606	Homo sapiens	solute carrier family 2 member 9(SLC2A9)	SLC2A9
NM_001001331	4.53	0.206	423.41	491	Homo sapiens	ATPase plasma membrane Ca2+ transporting 2(ATP2B2)	ATP2B2
NM_001001396	2.74	0.341	1989.07	493	Homo sapiens	ATPase plasma membrane Ca2+ transporting 4(ATP2B4)	ATP2B4
NM_001001487	1.15	0.349	4262.65	27032	Homo sapiens	ATPase secretory pathway Ca2+ transporting 1(ATP2C1)	ATP2C1
NM_001001520	1.34	0.179	10943.79	84717	Homo sapiens	hepatoma-derived growth factor-related protein 2(HDGFRP2)	HDGFRP2
NM_001001522	5.55	0.219	97844.55	6876	Homo sapiens	transgelin(TAGLN)	TAGLN
NM_001001524	4.59	0.16	62.32	53345	Homo sapiens	transmembrane 6 superfamily member 2(TM6SF2)	TM6SF2
NM_001001552	1.82	0.452	16.53	93273	Homo sapiens	LEM domain containing 1(LEMD1)	lemd1
NM_001001557	4.59	0.19	801.3	392255	Homo sapiens	growth differentiation factor 6(GDF6)	GDF6
NM_001001560	1.13	0.0656	5242.27	26088	Homo sapiens	golgi associated, gamma adaptin ear containing, ARF binding protein 1(GGA1)	GGA1
NM_001001656	1.21	0.347	2.31	130075	Homo sapiens	olfactory receptor family 9 subfamily A member 4(OR9A4)	OR9A4
NM_001001665	5.69	0.14	9126.13	339761	Homo sapiens	cytochrome P450 family 27 subfamily C member 1(CYP27C1)	CYP27C1
NM_001001671	1.21	0.186	746.18	389840	Homo sapiens	mitogen-activated protein kinase kinase kinase 15(MAP3K15)	MAP3K15
NM_001001709	2.11	0.141	4.31	401535	Homo sapiens	chromosome 9 open reading frame 170(C9orf170)	C9orf170
NM_001001732	3.39	0.374	23.45	387707	Homo sapiens	coiled-coil and C2 domain containing 2B(CC2D2B)	CC2D2B
NM_001001786	4.32	0.232	19.91	414899	Homo sapiens	BH3-like motif containing, cell death inducer(BLID)	BLID
NM_001001790	1.54	0.0541	34003.34	401505	Homo sapiens	translocase of outer mitochondrial membrane 5(TOMM5)	TOMM5
NM_001001870	2.82	0.06	2219.03	84981	Homo sapiens	MIR22 host gene(MIR22HG)	Mir22hg
NM_001001917	5.01	0.347	0.03	120796	Homo sapiens	olfactory receptor family 56 subfamily A member 1(OR56A1)	OR56A1
NM_001001954	1.2	0.347	2.29	219981	Homo sapiens	olfactory receptor family 5 subfamily A member 2(OR5A2)	OR5A2
NM_001001957	1.22	0.322	104.37	343171	Homo sapiens	olfactory receptor family 2 subfamily W member 3(OR2W3)	OR2W3
NM_001001994	1.32	0.54	719.49	2824	Homo sapiens	glycoprotein M6B(GPM6B)	GPM6B
NM_001002018	1.34	0.192	4655.6	54985	Homo sapiens	host cell factor C1 regulator 1(HCFC1R1)	HCFC1R1
NM_001002269	1.43	0.109	1802.98	51010	Homo sapiens	exosome component 3(EXOSC3)	EXOSC3
NM_001002292	2.13	0.129	6252.63	79971	Homo sapiens	wntless Wnt ligand secretion mediator(WLS)	WLS
NM_001002810	1.54	0.366	989.06	9659	Homo sapiens	phosphodiesterase 4D interacting protein(PDE4DIP)	PDE4DIP
NM_001002838	2.27	0.151	2385.53	65267	Homo sapiens	WNK lysine deficient protein kinase 3(WNK3)	WNK3
NM_001002841	3.08	0.106	8.89	4635	Homo sapiens	myosin light chain 4(MYL4)	MYL4
NM_001002878	1.03	0.166	4023	8563	Homo sapiens	THO complex 5(THOC5)	THOC5
NM_001002915	1.31	0.596	5.13	147920	Homo sapiens	IGF like family member 2(IGFL2)	IGFL2
NM_001002919	2.81	0.312	225.44	285016	Homo sapiens	family with sequence similarity 150 member B(FAM150B)	FAM150B
NM_001002923	3.32	0.31	38.99	444882	Homo sapiens	IGF like family member 4(IGFL4)	IGFL4
NM_001003679	1.03	0.279	7746.62	3953	Homo sapiens	leptin receptor(LEPR)	LEPR
NM_001003680	1.97	0.057	4473.32	3953	Homo sapiens	leptin receptor(LEPR)	LEPR
NM_001003696	1.94	0.0505	5341.14	522	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6(ATP5J)	ATP5J
NM_001003704	1.48	0.0628	812.65	51537	Homo sapiens	mitochondrial fission process 1(MTFP1)	MTFP1
NM_001003745	3.53	0.235	11.54	26496	Homo sapiens	olfactory receptor family 10 subfamily A member 3(OR10A3)	OR10A3
NM_001003794	1.02	0.488	49868.1	11343	Homo sapiens	monoglyceride lipase(MGLL)	MGLL
NM_001003818	2.75	0.241	7083.85	117854	Homo sapiens	tripartite motif containing 6(TRIM6)	TRIM6
NM_001003845	1.78	0.358	514.34	389058	Homo sapiens	Sp5 transcription factor(SP5)	SP5
NM_001003927	4.66	0.32	1192.25	2123	Homo sapiens	ecotropic viral integration site 2A(EVI2A)	EVI2A
NM_001003954	1.27	0.362	4.96	312	Homo sapiens	annexin A13(ANXA13)	ANXA13
NM_001004019	1.9	0.411	5966.87	2199	Homo sapiens	fibulin 2(FBLN2)	FBLN2
NM_001004023	1.92	0.149	1868.79	8444	Homo sapiens	dual specificity tyrosine phosphorylation regulated kinase 3(DYRK3)	DYRK3
NM_001004063	1.28	0.347	2.43	79544	Homo sapiens	olfactory receptor family 4 subfamily K member 1(OR4K1)	OR4K1
NM_001004065	7.49	0.116	60237.66	11217	Homo sapiens	A-kinase anchoring protein 2(AKAP2)	AKAP2
NM_001004196	3.72	0.157	14.61	4345	Homo sapiens	CD200 molecule(CD200)	CD200
NM_001004318	1.66	0.439	877.29	390928	Homo sapiens	acid phosphatase 7, tartrate resistant (putative)(ACP7)	ACP7
NM_001004334	1.47	0.537	1332.27	440435	Homo sapiens	G protein-coupled receptor 179(GPR179)	GPR179
NM_001004358	1.16	0.322	62735.31	53834	Homo sapiens	fibroblast growth factor receptor-like 1(FGFRL1)	FGFRL1
NM_001004439	10.44	0.325	48479.66	22801	Homo sapiens	integrin subunit alpha 11(ITGA11)	ITGA11
NM_001004440	1.33	0.328	55.2	284467	Homo sapiens	family with sequence similarity 19 member A3, C-C motif chemokine like(FAM19A3)	FAM19A3
NM_001004467	2.68	0.347	6.4	441911	Homo sapiens	olfactory receptor family 10 subfamily J member 3(OR10J3)	OR10J3
